월,일,운량,일누적 자외선 A(MJ/m2),일최대 홍반자외선 B(W/m2 ),누적자외선위험,최대자외선위험,자외선위험,자외선위험
9,5,8.5,0.62,0.115,0,0,0,Normal
9,6,4.1,0.96,0.17,0,1,1,Danger
9,7,0.4,1.14,0.185,1,1,1,Danger
9,8,0,1.17,0.191,1,1,1,Danger
9,9,0.6,1.13,0.194,1,1,1,Danger
9,10,0.1,1.14,0.192,1,1,1,Danger
9,11,8.6,0.47,0.132,0,0,0,Normal
9,12,7.5,0.51,0.121,0,0,0,Normal
9,13,0.5,1.1,0.175,1,1,1,Danger
9,14,4.1,0.99,0.157,0,0,0,Normal
9,15,4.3,1.01,0.167,1,0,1,Danger
9,16,5.5,0.75,0.13,0,0,0,Normal
9,17,0.6,1.08,0.173,1,1,1,Danger
9,18,2.8,0.87,0.178,0,1,1,Danger
9,19,2.9,0.97,0.16,0,0,0,Normal
9,20,2.4,0.88,0.143,0,0,0,Normal
9,21,2,0.99,0.164,0,0,0,Normal
9,22,2.3,0.95,0.144,0,0,0,Normal
9,23,7.5,0.35,0.078,0,0,0,Normal
9,24,3,0.82,0.148,0,0,0,Normal
9,25,3.8,0.72,0.127,0,0,0,Normal
9,26,5.5,0.77,0.131,0,0,0,Normal
9,27,0.1,0.91,0.161,0,0,0,Normal
9,28,3.4,0.86,0.141,0,0,0,Normal
9,29,3.1,0.95,0.163,0,0,0,Normal
9,30,8.6,0.61,0.136,0,0,0,Normal
10,1,8.6,0.18,0.048,0,0,0,Normal
10,2,2.3,0.66,0.146,0,0,0,Normal
10,3,1.9,0.75,0.116,0,0,0,Normal
10,4,5.4,0.74,0.128,0,0,0,Normal
10,5,1.4,0.87,0.138,0,0,0,Normal
10,6,0.3,0.85,0.133,0,0,0,Normal
10,7,5.4,0.66,0.128,0,0,0,Normal
10,8,5,0.75,0.116,0,0,0,Normal
10,9,1.9,0.74,0.125,0,0,0,Normal
10,10,6.9,0.43,0.093,0,0,0,Normal
10,11,7,0.35,0.081,0,0,0,Normal
10,12,3.9,0.82,0.133,0,0,0,Normal
10,13,0,0.8,0.12,0,0,0,Normal
10,14,4.3,0.72,0.115,0,0,0,Normal
10,15,5,0.67,0.098,0,0,0,Normal
10,16,4.4,0.63,0.088,0,0,0,Normal
10,17,0.9,0.71,0.112,0,0,0,Normal
10,18,0.5,0.57,0.1,0,0,0,Normal
10,19,5.6,0.48,0.076,0,0,0,Normal
10,20,4.8,0.49,0.074,0,0,0,Normal
10,21,5.8,0.52,0.077,0,0,0,Normal
10,22,5.1,0.52,0.082,0,0,0,Normal
10,23,1.3,0.61,0.101,0,0,0,Normal
10,24,4.9,0.46,0.086,0,0,0,Normal
10,25,1.8,0.62,0.098,0,0,0,Normal
10,26,8.3,0.49,0.089,0,0,0,Normal
10,27,6.8,0.46,0.086,0,0,0,Normal
10,28,2.6,0.47,0.094,0,0,0,Normal
10,29,4.4,0.56,0.088,0,0,0,Normal
10,30,3.9,0.58,0.084,0,0,0,Normal
10,31,1.8,0.56,0.081,0,0,0,Normal
11,1,8.3,0.35,0.049,0,0,0,Normal
11,2,5.3,0.41,0.068,0,0,0,Normal
11,3,0.8,0.57,0.078,0,0,0,Normal
11,4,2.4,0.59,0.084,0,0,0,Normal
11,5,2.6,0.52,0.07,0,0,0,Normal
11,6,7,0.4,0.079,0,0,0,Normal
11,7,10,0.09,0.017,0,0,0,Normal
11,8,9.9,0.12,0.022,0,0,0,Normal
11,9,9.3,0.23,0.045,0,0,0,Normal
11,10,6.8,0.31,0.042,0,0,0,Normal
11,11,4.9,0.4,0.061,0,0,0,Normal
11,12,3.8,0.55,0.075,0,0,0,Normal
11,13,10,0.13,0.019,0,0,0,Normal
11,14,9.4,0.3,0.072,0,0,0,Normal
11,15,6.3,0.52,0.078,0,0,0,Normal
11,16,9.4,0.2,0.037,0,0,0,Normal
11,17,5.3,0.46,0.074,0,0,0,Normal
11,18,9.3,0.09,0.026,0,0,0,Normal
11,19,6.9,0.22,0.045,0,0,0,Normal
11,20,6.6,0.26,0.065,0,0,0,Normal
11,21,4.4,0.36,0.049,0,0,0,Normal
11,22,6.4,0.41,0.054,0,0,0,Normal
11,23,9.8,0.24,0.033,0,0,0,Normal
11,24,9.3,0.25,0.036,0,0,0,Normal
11,25,9.9,0.1,0.034,0,0,0,Normal
11,26,8.6,0.18,0.045,0,0,0,Normal
11,27,8.8,0.12,0.025,0,0,0,Normal
11,28,8.5,0.17,0.026,0,0,0,Normal
11,29,9.8,0.08,0.023,0,0,0,Normal
11,30,4.1,0.31,0.043,0,0,0,Normal
12,1,2.8,0.43,0.049,0,0,0,Normal
12,2,9,0.07,0.01,0,0,0,Normal
12,3,7.6,0.26,0.042,0,0,0,Normal
12,4,8,0.2,0.039,0,0,0,Normal
12,5,7.6,0.16,0.028,0,0,0,Normal
12,6,5,0.36,0.046,0,0,0,Normal
12,7,2.4,0.41,0.048,0,0,0,Normal
12,8,0,0.43,0.052,0,0,0,Normal
12,9,5.6,0.38,0.055,0,0,0,Normal
12,10,9.8,0.1,0.016,0,0,0,Normal
12,11,4.3,0.33,0.043,0,0,0,Normal
12,12,5,0.29,0.045,0,0,0,Normal
12,13,5,0.39,0.046,0,0,0,Normal
12,14,9.8,0.1,0.015,0,0,0,Normal
12,15,8.5,0.18,0.026,0,0,0,Normal
12,16,8.6,0.15,0.025,0,0,0,Normal
12,17,3.4,0.41,0.043,0,0,0,Normal
12,18,7,0.19,0.044,0,0,0,Normal
12,19,0,0.38,0.05,0,0,0,Normal
12,20,7.4,0.23,0.035,0,0,0,Normal
12,21,5,0.39,0.056,0,0,0,Normal
12,22,5.6,0.32,0.05,0,0,0,Normal
12,23,4.5,0.32,0.041,0,0,0,Normal
12,24,4.3,0.33,0.038,0,0,0,Normal
12,25,2.8,0.43,0.045,0,0,0,Normal
12,26,2.1,0.29,0.034,0,0,0,Normal
12,27,0,0.42,0.046,0,0,0,Normal
12,28,5,0.34,0.041,0,0,0,Normal
12,29,3.4,0.34,0.036,0,0,0,Normal
12,30,4.9,0.27,0.035,0,0,0,Normal
12,31,3.4,0.37,0.037,0,0,0,Normal
1,1,6.9,0.3,0.045,0,0,0,Normal
1,2,4.9,0.38,0.041,0,0,0,Normal
1,3,7.1,0.31,0.037,0,0,0,Normal
1,4,5.9,0.37,0.044,0,0,0,Normal
1,5,3.6,0.34,0.042,0,0,0,Normal
1,6,8,0.2,0.029,0,0,0,Normal
1,7,6.6,0.37,0.054,0,0,0,Normal
1,8,5.1,0.37,0.044,0,0,0,Normal
1,9,5.8,0.39,0.046,0,0,0,Normal
1,10,3.6,0.25,0.034,0,0,0,Normal
1,11,1.4,0.43,0.047,0,0,0,Normal
1,12,3.1,0.42,0.044,0,0,0,Normal
1,13,6.6,0.25,0.031,0,0,0,Normal
1,14,2.8,0.41,0.04,0,0,0,Normal
1,15,1.9,0.35,0.035,0,0,0,Normal
1,16,6.5,0.26,0.035,0,0,0,Normal
1,17,6.8,0.26,0.034,0,0,0,Normal
1,18,8.6,0.2,0.028,0,0,0,Normal
1,19,7.4,0.31,0.038,0,0,0,Normal
1,20,6,0.38,0.042,0,0,0,Normal
1,21,4.4,0.42,0.051,0,0,0,Normal
1,22,3.9,0.44,0.049,0,0,0,Normal
1,23,7.8,0.27,0.035,0,0,0,Normal
1,24,8.5,0.37,0.036,0,0,0,Normal
1,25,5.1,0.46,0.047,0,0,0,Normal
1,26,5.5,0.38,0.057,0,0,0,Normal
1,27,2.6,0.45,0.068,0,0,0,Normal
1,28,8.6,0.21,0.025,0,0,0,Normal
1,29,8.1,0.21,0.033,0,0,0,Normal
1,30,2.4,0.41,0.043,0,0,0,Normal
1,31,3.9,0.43,0.052,0,0,0,Normal
2,1,0.5,0.48,0.061,0,0,0,Normal
2,2,0,0.56,0.069,0,0,0,Normal
2,3,1.5,0.51,0.06,0,0,0,Normal
2,4,1.8,0.47,0.05,0,0,0,Normal
2,5,2.8,0.52,0.052,0,0,0,Normal
2,6,1.1,0.58,0.059,0,0,0,Normal
2,7,1.9,0.6,0.066,0,0,0,Normal
2,8,4.4,0.37,0.036,0,0,0,Normal
2,9,0.5,0.61,0.072,0,0,0,Normal
2,10,0,0.62,0.078,0,0,0,Normal
2,11,6.8,0.42,0.06,0,0,0,Normal
2,12,10,0.11,0.029,0,0,0,Normal
2,13,9.8,0.25,0.058,0,0,0,Normal
2,14,8.5,0.24,0.059,0,0,0,Normal
2,15,3.9,0.66,0.068,0,0,0,Normal
2,16,6.9,0.51,0.061,0,0,0,Normal
2,17,1.3,0.57,0.077,0,0,0,Normal
2,18,5,0.47,0.059,0,0,0,Normal
2,20,2.5,0.53,0.074,0,0,0,Normal
2,21,3.6,0.63,0.086,0,0,0,Normal
2,22,8.9,0.34,0.05,0,0,0,Normal
2,23,5.5,0.48,0.083,0,0,0,Normal
2,24,2.1,0.64,0.091,0,0,0,Normal
2,25,3.9,0.58,0.075,0,0,0,Normal
2,26,6.4,0.37,0.049,0,0,0,Normal
2,27,6.3,0.55,0.069,0,0,0,Normal
2,28,7,0.09,0.015,0,0,0,Normal
2,29,5.1,0.48,0.064,0,0,0,Normal
3,1,1.5,0.71,0.099,0,0,0,Normal
3,2,3.9,0.69,0.097,0,0,0,Normal
3,3,5.6,0.53,0.085,0,0,0,Normal
3,4,7.4,0.39,0.089,0,0,0,Normal
3,5,9,0.28,0.062,0,0,0,Normal
3,6,3.1,0.64,0.09,0,0,0,Normal
3,7,7.6,0.3,0.067,0,0,0,Normal
3,8,8.1,0.29,0.071,0,0,0,Normal
3,9,4.3,0.77,0.13,0,0,0,Normal
3,10,2.6,0.84,0.133,0,0,0,Normal
3,11,1.1,0.81,0.106,0,0,0,Normal
3,12,2.9,0.62,0.077,0,0,0,Normal
3,13,6.4,0.43,0.066,0,0,0,Normal
3,14,3.3,0.73,0.107,0,0,0,Normal
3,15,3.9,0.78,0.141,0,0,0,Normal
3,16,2.6,0.85,0.128,0,0,0,Normal
3,17,6,0.73,0.138,0,0,0,Normal
3,18,6,0.55,0.111,0,0,0,Normal
3,19,0,0.74,0.139,0,0,0,Normal
3,20,1.3,0.76,0.142,0,0,0,Normal
3,21,2,0.85,0.124,0,0,0,Normal
3,22,4,0.73,0.123,0,0,0,Normal
3,23,4.5,0.86,0.148,0,0,0,Normal
3,24,0.3,0.9,0.147,0,0,0,Normal
3,25,0.4,0.88,0.14,0,0,0,Normal
3,26,1.1,0.87,0.114,0,0,0,Normal
3,27,0,0.88,0.104,0,0,0,Normal
3,28,0.3,0.91,0.124,0,0,0,Normal
3,29,6.4,0.6,0.106,0,0,0,Normal
3,30,3.3,0.81,0.119,0,0,0,Normal
3,31,4.6,0.76,0.121,0,0,0,Normal
4,1,1.5,0.86,0.146,0,0,0,Normal
4,2,3.1,0.9,0.135,0,0,0,Normal
4,3,8.4,0.35,0.072,0,0,0,Normal
4,4,3.8,1.01,0.15,1,0,1,Danger
4,5,1.9,1.06,0.167,1,0,1,Danger
4,6,7.5,0.69,0.135,0,0,0,Normal
4,7,6.3,0.83,0.16,0,0,0,Normal
4,8,7.4,0.52,0.09,0,0,0,Normal
4,9,7.4,0.51,0.112,0,0,0,Normal
4,10,7.3,0.62,0.131,0,0,0,Normal
4,11,0.8,1.03,0.16,1,0,1,Danger
4,12,6,0.86,0.145,0,0,0,Normal
4,13,6.5,0.84,0.167,0,0,0,Normal
4,14,7.3,0.59,0.116,0,0,0,Normal
4,15,1.5,1.04,0.173,1,1,1,Danger
4,16,7.6,0.33,0.086,0,0,0,Normal
4,17,5.8,1.07,0.18,1,1,1,Danger
4,18,3.5,0.95,0.145,0,0,0,Normal
4,19,4.9,1.13,0.173,1,1,1,Danger
4,20,8,0.37,0.088,0,0,0,Normal
4,21,8.9,0.65,0.146,0,0,0,Normal
4,22,8,0.61,0.148,0,0,0,Normal
4,23,6.3,0.73,0.165,0,0,0,Normal
4,24,3.6,0.94,0.176,0,1,1,Danger
4,25,0.6,1.11,0.176,1,1,1,Danger
4,26,6,0.99,0.187,0,1,1,Danger
4,27,9.9,0.34,0.053,0,0,0,Normal
4,28,6.8,0.87,0.14,0,0,0,Normal
4,29,2.6,1.15,0.171,1,1,1,Danger
4,30,1.6,0.98,0.128,0,0,0,Normal
5,1,2.8,0.98,0.184,0,1,1,Danger
5,2,8.1,0.78,0.178,0,1,1,Danger
5,3,9.5,0.37,0.153,0,0,0,Normal
5,4,1.3,1.29,0.188,1,1,1,Danger
5,5,4.3,1.1,0.194,1,1,1,Danger
5,6,7.1,0.34,0.075,0,0,0,Normal
5,7,2.6,1.25,0.214,1,1,1,Danger
5,8,5,1.23,0.225,1,1,1,Danger
5,9,7.8,1.05,0.196,1,1,1,Danger
5,10,9.9,0.38,0.164,0,0,0,Normal
5,11,1.8,1.3,0.188,1,1,1,Danger
5,12,3.9,1.35,0.223,1,1,1,Danger
5,13,3.9,1.14,0.202,1,1,1,Danger
5,14,4.6,1.32,0.223,1,1,1,Danger
5,15,8,0.65,0.213,0,1,1,Danger
5,16,2.8,1.29,0.204,1,1,1,Danger
5,17,0,1.36,0.201,1,1,1,Danger
5,18,1.6,1.31,0.209,1,1,1,Danger
5,19,0.6,1.24,0.194,1,1,1,Danger
5,20,2.8,1.23,0.201,1,1,1,Danger
5,21,5,1.26,0.227,1,1,1,Danger
5,22,3.1,1.24,0.223,1,1,1,Danger
5,23,7.9,1.13,0.229,1,1,1,Danger
5,24,7.3,0.85,0.224,0,1,1,Danger
5,25,4.6,1.07,0.193,1,1,1,Danger
5,26,7.6,0.73,0.16,0,0,0,Normal
5,28,3.6,1.13,0.245,1,1,1,Danger
5,29,4.4,0.94,0.232,0,1,1,Danger
5,30,0,1.25,0.222,1,1,1,Danger
5,31,3.1,1.01,0.168,1,0,1,Danger
6,1,3.1,1.19,0.208,1,1,1,Danger
6,2,1.3,1.22,0.208,1,1,1,Danger
6,3,5.6,1.26,0.245,1,1,1,Danger
6,4,9.1,0.4,0.072,0,0,0,Normal
6,5,3.4,1.25,0.217,1,1,1,Danger
6,6,8.6,0.87,0.199,0,1,1,Danger
6,7,3.1,1.35,0.219,1,1,1,Danger
6,8,6.8,1.08,0.178,1,1,1,Danger
6,9,3.4,1.2,0.195,1,1,1,Danger
6,10,3,1.25,0.198,1,1,1,Danger
6,11,8.1,0.96,0.198,0,1,1,Danger
6,12,9,0.52,0.111,0,0,0,Normal
6,13,5.1,1.25,0.221,1,1,1,Danger
6,14,7.1,1.06,0.212,1,1,1,Danger
6,15,10,0.43,0.141,0,0,0,Normal
6,16,6,1.26,0.245,1,1,1,Danger
6,17,0.9,1.09,0.16,1,0,1,Danger
6,18,3.4,1.2,0.228,1,1,1,Danger
6,19,5.9,1.29,0.204,1,1,1,Danger
6,20,7.5,0.86,0.163,0,0,0,Normal
6,21,7.8,0.93,0.224,0,1,1,Danger
6,22,6,0.93,0.218,0,1,1,Danger
6,23,6.1,1.05,0.222,1,1,1,Danger
6,24,8.1,0.69,0.185,0,1,1,Danger
6,25,1.1,1.38,0.202,1,1,1,Danger
6,26,2.3,1.35,0.231,1,1,1,Danger
6,27,6,0.93,0.148,0,0,0,Normal
6,28,7.1,1.08,0.195,1,1,1,Danger
6,29,8.6,0.81,0.215,0,1,1,Danger
6,30,9,0.65,0.169,0,1,1,Danger
7,1,10,0.36,0.089,0,0,0,Normal
7,2,8.8,1.06,0.242,1,1,1,Danger
7,3,9.3,0.48,0.067,0,0,0,Normal
7,4,10,0.28,0.069,0,0,0,Normal
7,5,9.9,0.3,0.128,0,0,0,Normal
7,6,9,0.88,0.252,0,1,1,Danger
7,7,8.4,0.8,0.275,0,1,1,Danger
7,8,1.9,1.35,0.21,1,1,1,Danger
7,9,3.8,1.3,0.226,1,1,1,Danger
7,10,7.8,1.17,0.241,1,1,1,Danger
7,11,8.3,1.13,0.236,1,1,1,Danger
7,12,8,0.95,0.22,0,1,1,Danger
7,13,5.3,0.91,0.184,0,1,1,Danger
7,14,4.6,1.36,0.25,1,1,1,Danger
7,15,9.3,0.66,0.149,0,0,0,Normal
7,16,10,0.42,0.205,0,1,1,Danger
7,17,8.8,0.99,0.245,0,1,1,Danger
7,18,3.9,1.32,0.235,1,1,1,Danger
7,19,2.8,1.29,0.219,1,1,1,Danger
7,20,6,1.18,0.221,1,1,1,Danger
7,21,6.5,1.09,0.258,1,1,1,Danger
7,22,4.8,1.08,0.246,1,1,1,Danger
7,23,6.5,1.13,0.209,1,1,1,Danger
7,24,6,1.01,0.206,1,1,1,Danger
7,25,5.9,1.2,0.231,1,1,1,Danger
7,26,5.5,1.24,0.236,1,1,1,Danger
7,27,8.9,0.56,0.12,0,0,0,Normal
7,28,6.3,1,0.221,0,1,1,Danger
7,29,8.9,0.31,0.089,0,0,0,Normal
7,30,6.8,1,0.205,0,1,1,Danger
7,31,3.1,1.23,0.214,1,1,1,Danger
8,1,5.8,0.9,0.228,0,1,1,Danger
8,2,8,0.63,0.127,0,0,0,Normal
8,3,6.4,1.02,0.2,1,1,1,Danger
8,4,2.8,1.14,0.194,1,1,1,Danger
8,5,1.4,1.15,0.203,1,1,1,Danger
8,6,1.8,1.12,0.187,1,1,1,Danger
8,7,1.5,1.21,0.203,1,1,1,Danger
8,8,2.3,1.08,0.22,1,1,1,Danger
8,9,2,1.12,0.201,1,1,1,Danger
8,10,3,1.27,0.23,1,1,1,Danger
8,11,0.9,1.27,0.228,1,1,1,Danger
8,12,2.4,1.14,0.229,1,1,1,Danger
8,13,2.5,1.07,0.219,1,1,1,Danger
8,14,4.3,1.03,0.22,1,1,1,Danger
8,15,6.8,0.97,0.212,0,1,1,Danger
8,16,1.6,1.22,0.206,1,1,1,Danger
8,17,3.8,1.09,0.192,1,1,1,Danger
8,18,4.9,0.9,0.162,0,0,0,Normal
8,19,5,0.91,0.165,0,0,0,Normal
8,21,5.4,0.73,0.153,0,0,0,Normal
8,22,1.1,1.15,0.201,1,1,1,Danger
8,23,2.9,1.02,0.204,1,1,1,Danger
8,24,3.6,1.08,0.203,1,1,1,Danger
8,25,5.1,1.08,0.198,1,1,1,Danger
8,26,6,0.85,0.221,0,1,1,Danger
8,27,6,0.96,0.213,0,1,1,Danger
8,28,5.6,0.8,0.173,0,1,1,Danger
8,29,1.9,1,0.187,0,1,1,Danger
8,30,7.8,0.87,0.198,0,1,1,Danger
8,31,8.4,0.81,0.208,0,1,1,Danger
9,1,5.1,0.87,0.133,0,0,0,Normal
9,2,5.1,0.89,0.17,0,1,1,Danger
9,3,3.1,1.06,0.183,1,1,1,Danger
9,4,7.3,0.81,0.175,0,1,1,Danger
9,5,4.5,0.87,0.157,0,0,0,Normal
9,6,6.4,0.55,0.109,0,0,0,Normal
9,7,8,0.69,0.186,0,1,1,Danger
9,8,5.3,0.85,0.156,0,0,0,Normal
9,9,2.8,0.96,0.169,0,1,1,Danger
9,10,5.6,0.81,0.162,0,0,0,Normal
9,11,6.1,0.75,0.167,0,0,0,Normal
9,12,4.5,0.82,0.161,0,0,0,Normal
9,13,3.4,0.78,0.167,0,0,0,Normal
9,14,5.6,0.89,0.169,0,1,1,Danger
9,15,6,0.8,0.162,0,0,0,Normal
9,16,9.5,0.42,0.086,0,0,0,Normal
9,17,7.1,0.44,0.119,0,0,0,Normal
9,18,6.1,0.66,0.191,0,1,1,Danger
9,19,2,0.94,0.185,0,1,1,Danger
9,20,1.1,0.87,0.174,0,1,1,Danger
9,21,6,0.7,0.161,0,0,0,Normal
9,22,4.8,0.89,0.157,0,0,0,Normal
9,23,1.9,0.86,0.154,0,0,0,Normal
9,24,2.9,0.81,0.143,0,0,0,Normal
9,25,8,0.63,0.142,0,0,0,Normal
9,26,6.1,0.66,0.177,0,1,1,Danger
9,27,9.4,0.15,0.064,0,0,0,Normal
9,28,9,0.42,0.114,0,0,0,Normal
9,29,9.1,0.43,0.124,0,0,0,Normal
9,30,9.1,0.32,0.092,0,0,0,Normal
10,1,9.5,0.41,0.111,0,0,0,Normal
10,2,9.9,0.16,0.036,0,0,0,Normal
10,3,4.4,0.74,0.163,0,0,0,Normal
10,4,2.1,0.8,0.152,0,0,0,Normal
10,5,3.6,0.66,0.159,0,0,0,Normal
10,6,1.9,0.82,0.156,0,0,0,Normal
10,7,7.6,0.52,0.131,0,0,0,Normal
10,8,6.9,0.65,0.144,0,0,0,Normal
10,9,3.5,0.77,0.141,0,0,0,Normal
10,10,6.9,0.5,0.111,0,0,0,Normal
10,11,6,0.53,0.106,0,0,0,Normal
10,12,6.6,0.7,0.138,0,0,0,Normal
10,13,6.3,0.51,0.104,0,0,0,Normal
10,14,0.3,0.58,0.097,0,0,0,Normal
10,15,5.1,0.6,0.109,0,0,0,Normal
10,16,9.8,0.28,0.064,0,0,0,Normal
10,17,5.6,0.53,0.125,0,0,0,Normal
10,18,3.1,0.61,0.119,0,0,0,Normal
10,19,1,0.65,0.123,0,0,0,Normal
10,20,4.9,0.5,0.109,0,0,0,Normal
10,21,10,0.27,0.067,0,0,0,Normal
10,23,9.5,0.32,0.096,0,0,0,Normal
10,24,5.9,0.51,0.113,0,0,0,Normal
10,25,6.6,0.45,0.107,0,0,0,Normal
10,26,4,0.33,0.062,0,0,0,Normal
10,27,8.8,0.32,0.076,0,0,0,Normal
10,28,9,0.29,0.086,0,0,0,Normal
10,29,6.3,0.38,0.08,0,0,0,Normal
10,30,1.1,0.59,0.105,0,0,0,Normal
10,31,8.5,0.15,0.043,0,0,0,Normal
11,1,2.6,0.57,0.092,0,0,0,Normal
11,2,4.4,0.51,0.08,0,0,0,Normal
11,3,2.5,0.46,0.077,0,0,0,Normal
11,4,5.8,0.42,0.059,0,0,0,Normal
11,5,7.1,0.38,0.059,0,0,0,Normal
11,6,6.4,0.44,0.072,0,0,0,Normal
11,7,8.3,0.3,0.059,0,0,0,Normal
11,8,3.6,0.49,0.084,0,0,0,Normal
11,9,2.3,0.52,0.091,0,0,0,Normal
11,10,8.8,0.24,0.068,0,0,0,Normal
11,11,3.3,0.42,0.059,0,0,0,Normal
11,12,4.3,0.41,0.064,0,0,0,Normal
11,13,7.5,0.32,0.055,0,0,0,Normal
11,14,8.1,0.34,0.083,0,0,0,Normal
11,15,0.6,0.49,0.075,0,0,0,Normal
11,16,1.1,0.34,0.056,0,0,0,Normal
11,17,0.9,0.36,0.053,0,0,0,Normal
11,18,7.3,0.2,0.039,0,0,0,Normal
11,19,9.5,0.2,0.055,0,0,0,Normal
11,20,1.6,0.44,0.066,0,0,0,Normal
11,21,7.3,0.16,0.021,0,0,0,Normal
11,22,7.6,0.37,0.057,0,0,0,Normal
11,23,6.1,0.41,0.062,0,0,0,Normal
11,24,5.3,0.35,0.058,0,0,0,Normal
11,25,5.3,0.34,0.05,0,0,0,Normal
11,26,7.8,0.14,0.019,0,0,0,Normal
11,27,5.1,0.34,0.049,0,0,0,Normal
11,28,2,0.43,0.058,0,0,0,Normal
11,29,1,0.41,0.055,0,0,0,Normal
11,30,7.6,0.24,0.044,0,0,0,Normal
12,1,3.6,0.38,0.049,0,0,0,Normal
12,2,0,0.41,0.053,0,0,0,Normal
12,3,3.3,0.35,0.055,0,0,0,Normal
12,4,7.8,0.22,0.044,0,0,0,Normal
12,5,8,0.23,0.031,0,0,0,Normal
12,6,0.1,0.42,0.062,0,0,0,Normal
12,7,3.6,0.31,0.046,0,0,0,Normal
12,8,6.4,0.3,0.051,0,0,0,Normal
12,9,4.6,0.35,0.047,0,0,0,Normal
12,10,0,0.39,0.048,0,0,0,Normal
12,11,0.9,0.39,0.047,0,0,0,Normal
12,12,7.5,0.27,0.046,0,0,0,Normal
12,13,4.9,0.21,0.032,0,0,0,Normal
12,14,4.8,0.34,0.05,0,0,0,Normal
12,15,1.9,0.38,0.046,0,0,0,Normal
12,16,3.5,0.37,0.048,0,0,0,Normal
12,17,5.4,0.33,0.045,0,0,0,Normal
12,18,8.3,0.19,0.032,0,0,0,Normal
12,19,7,0.24,0.05,0,0,0,Normal
12,20,3.9,0.35,0.052,0,0,0,Normal
12,21,9.1,0.16,0.032,0,0,0,Normal
12,22,9.8,0.05,0.011,0,0,0,Normal
12,23,9.6,0.08,0.02,0,0,0,Normal
12,24,6.9,0.24,0.036,0,0,0,Normal
12,25,4.6,0.31,0.04,0,0,0,Normal
12,26,9.5,0.1,0.018,0,0,0,Normal
12,27,3,0.38,0.054,0,0,0,Normal
12,28,2.5,0.38,0.053,0,0,0,Normal
12,29,1.6,0.39,0.048,0,0,0,Normal
12,30,3.9,0.33,0.043,0,0,0,Normal
12,31,7.5,0.32,0.042,0,0,0,Normal
1,1,7.1,0.32,0.048,0,0,0,Normal
1,2,7.4,0.28,0.048,0,0,0,Normal
1,3,0.1,0.4,0.055,0,0,0,Normal
1,4,4.5,0.32,0.046,0,0,0,Normal
1,5,8.5,0.21,0.04,0,0,0,Normal
1,6,4.5,0.3,0.054,0,0,0,Normal
1,7,6.4,0.29,0.049,0,0,0,Normal
1,8,9,0.23,0.044,0,0,0,Normal
1,9,3.4,0.38,0.058,0,0,0,Normal
1,10,3.5,0.3,0.056,0,0,0,Normal
1,11,3.3,0.25,0.035,0,0,0,Normal
1,12,3.5,0.17,0.037,0,0,0,Normal
1,13,7,0.25,0.048,0,0,0,Normal
1,14,2.3,0.44,0.063,0,0,0,Normal
1,15,0,0.44,0.055,0,0,0,Normal
1,16,0.1,0.44,0.048,0,0,0,Normal
1,17,6,0.31,0.044,0,0,0,Normal
1,18,7.4,0.21,0.033,0,0,0,Normal
1,19,4.3,0.41,0.05,0,0,0,Normal
1,20,5.6,0.24,0.035,0,0,0,Normal
1,21,8.6,0.29,0.054,0,0,0,Normal
1,22,8,0.33,0.042,0,0,0,Normal
1,23,4,0.46,0.051,0,0,0,Normal
1,24,1.4,0.45,0.053,0,0,0,Normal
1,25,0,0.46,0.054,0,0,0,Normal
1,26,6.4,0.38,0.054,0,0,0,Normal
1,27,2.1,0.49,0.066,0,0,0,Normal
1,28,4.9,0.47,0.067,0,0,0,Normal
1,29,10,0.08,0.014,0,0,0,Normal
1,30,4.4,0.51,0.076,0,0,0,Normal
1,31,3,0.47,0.071,0,0,0,Normal
2,1,2.6,0.5,0.073,0,0,0,Normal
2,2,1.6,0.54,0.074,0,0,0,Normal
2,3,2.3,0.45,0.064,0,0,0,Normal
2,4,7.1,0.23,0.038,0,0,0,Normal
2,5,7.5,0.16,0.031,0,0,0,Normal
2,6,1.1,0.54,0.073,0,0,0,Normal
2,7,5.9,0.45,0.07,0,0,0,Normal
2,8,7.1,0.35,0.06,0,0,0,Normal
2,9,7.1,0.42,0.054,0,0,0,Normal
2,10,6.6,0.39,0.054,0,0,0,Normal
2,11,5.1,0.56,0.064,0,0,0,Normal
2,12,0.3,0.61,0.078,0,0,0,Normal
2,13,3.6,0.32,0.046,0,0,0,Normal
2,14,0,0.56,0.079,0,0,0,Normal
2,15,0.1,0.47,0.065,0,0,0,Normal
2,16,6,0.39,0.052,0,0,0,Normal
2,17,4.8,0.53,0.096,0,0,0,Normal
2,18,0,0.61,0.073,0,0,0,Normal
2,19,7.9,0.37,0.082,0,0,0,Normal
2,20,2.1,0.61,0.089,0,0,0,Normal
2,21,3.1,0.63,0.095,0,0,0,Normal
2,22,9.5,0.09,0.015,0,0,0,Normal
2,23,3,0.67,0.107,0,0,0,Normal
2,24,3.6,0.66,0.093,0,0,0,Normal
2,25,0.4,0.69,0.089,0,0,0,Normal
2,26,0,0.66,0.079,0,0,0,Normal
2,27,0,0.7,0.084,0,0,0,Normal
2,28,2,0.66,0.086,0,0,0,Normal
3,1,9.4,0.32,0.051,0,0,0,Normal
3,2,1.5,0.75,0.101,0,0,0,Normal
3,3,2.1,0.69,0.093,0,0,0,Normal
3,4,0.4,0.74,0.102,0,0,0,Normal
