월,일,운량,일누적 자외선 A(MJ/m2),일최대 홍반자외선 B(W/m2 ),누적자외선위험,최대자외선위험,자외선위험,자외선위험
1,1,6.5,0.34,0.035,0,0,0,Normal
1,2,1.5,0.42,0.046,0,0,0,Normal
1,3,1.1,0.31,0.034,0,0,0,Normal
1,4,2,0.41,0.051,0,0,0,Normal
1,5,1.9,0.43,0.049,0,0,0,Normal
1,6,7.1,0.24,0.027,0,0,0,Normal
1,7,5.4,0.22,0.029,0,0,0,Normal
1,8,7,0.26,0.034,0,0,0,Normal
1,9,3.3,0.37,0.034,0,0,0,Normal
1,10,4.9,0.33,0.031,0,0,0,Normal
1,11,10,0.06,0.007,0,0,0,Normal
1,12,6.9,0.36,0.043,0,0,0,Normal
1,13,6.4,0.4,0.043,0,0,0,Normal
1,14,0.9,0.5,0.056,0,0,0,Normal
1,15,2.4,0.39,0.044,0,0,0,Normal
1,16,0,0.46,0.059,0,0,0,Normal
1,17,4.6,0.42,0.049,0,0,0,Normal
1,18,3.1,0.45,0.04,0,0,0,Normal
1,19,7.3,0.37,0.043,0,0,0,Normal
1,20,9.9,0.26,0.035,0,0,0,Normal
1,21,10,0.21,0.032,0,0,0,Normal
1,22,10,0.17,0.019,0,0,0,Normal
1,23,4.9,0.41,0.057,0,0,0,Normal
1,24,0.5,0.55,0.057,0,0,0,Normal
1,25,3.5,0.56,0.061,0,0,0,Normal
1,26,2.3,0.55,0.06,0,0,0,Normal
1,27,0.6,0.55,0.057,0,0,0,Normal
1,28,8.1,0.31,0.038,0,0,0,Normal
1,29,6.3,0.54,0.059,0,0,0,Normal
1,30,4.6,0.47,0.061,0,0,0,Normal
1,31,0.8,0.42,0.065,0,0,0,Normal
2,1,3.4,0.52,0.061,0,0,0,Normal
2,2,2.4,0.57,0.059,0,0,0,Normal
2,3,2.9,0.51,0.048,0,0,0,Normal
2,4,1.4,0.55,0.06,0,0,0,Normal
2,5,5.5,0.39,0.043,0,0,0,Normal
2,6,2,0.62,0.064,0,0,0,Normal
2,7,2,0.57,0.071,0,0,0,Normal
2,8,5.5,0.47,0.047,0,0,0,Normal
2,9,4.9,0.41,0.052,0,0,0,Normal
2,10,3.9,0.49,0.054,0,0,0,Normal
2,11,3.1,0.51,0.073,0,0,0,Normal
2,12,2.4,0.65,0.073,0,0,0,Normal
2,13,0.8,0.63,,0,0,0,Normal
2,14,2.1,0.56,0.082,0,0,0,Normal
2,15,0.4,0.79,0.081,0,0,0,Normal
2,16,2.3,0.69,0.056,0,0,0,Normal
2,17,0.3,0.76,0.077,0,0,0,Normal
2,18,2.6,0.73,0.073,0,0,0,Normal
2,19,0.6,0.59,0.055,0,0,0,Normal
2,20,2.5,0.63,0.071,0,0,0,Normal
2,21,1.1,0.68,0.082,0,0,0,Normal
2,22,2.6,0.52,0.066,0,0,0,Normal
2,23,0.9,0.76,0.09,0,0,0,Normal
2,24,0.3,0.81,0.096,0,0,0,Normal
2,25,8.3,0.26,0.03,0,0,0,Normal
2,26,5.5,0.64,0.094,0,0,0,Normal
2,27,0,0.72,0.102,0,0,0,Normal
2,28,1.9,0.69,0.106,0,0,0,Normal
2,29,4,0.56,0.061,0,0,0,Normal
3,1,1.4,0.85,0.097,0,0,0,Normal
3,2,7.8,0.33,0.05,0,0,0,Normal
3,3,2.9,0.78,0.082,0,0,0,Normal
3,4,1.6,0.84,0.084,0,0,0,Normal
3,5,0.3,0.85,0.095,0,0,0,Normal
3,6,3.3,0.62,0.106,0,0,0,Normal
3,7,0,0.83,0.091,0,0,0,Normal
3,8,4,0.88,0.107,0,0,0,Normal
3,9,4.3,0.8,0.101,0,0,0,Normal
3,10,2.1,0.75,0.105,0,0,0,Normal
3,11,3.1,0.64,0.073,0,0,0,Normal
3,12,0.4,0.7,0.082,0,0,0,Normal
3,13,9.1,0.31,0.043,0,0,0,Normal
3,14,0.3,0.89,0.109,0,0,0,Normal
3,15,4.4,0.9,0.122,0,0,0,Normal
3,16,3.5,0.82,0.101,0,0,0,Normal
3,17,0,0.94,0.12,0,0,0,Normal
3,18,4.6,0.69,0.085,0,0,0,Normal
3,19,2.5,0.82,0.098,0,0,0,Normal
3,20,0,1,0.107,0,0,0,Normal
3,21,3.9,0.97,0.137,0,0,0,Normal
3,22,9.1,0.45,0.066,0,0,0,Normal
3,23,10,0.3,0.043,0,0,0,Normal
3,24,3.3,0.87,0.105,0,0,0,Normal
3,25,4.1,0.83,0.112,0,0,0,Normal
3,26,2.8,0.84,0.095,0,0,0,Normal
3,27,3,1,0.105,0,0,0,Normal
3,28,2.8,1.06,0.12,1,0,1,Danger
3,29,10,0.36,0.051,0,0,0,Normal
3,30,8.3,0.47,0.052,0,0,0,Normal
3,31,2.5,1.05,0.12,1,0,1,Danger
4,1,2.6,1,0.13,0,0,0,Normal
4,2,6.3,0.58,0.089,0,0,0,Normal
4,3,1.6,1.19,0.145,1,0,1,Danger
4,4,2.4,1.09,0.127,1,0,1,Danger
4,5,2.6,0.81,0.1,0,0,0,Normal
4,6,4.9,0.81,0.116,0,0,0,Normal
4,7,6,0.75,0.105,0,0,0,Normal
4,8,3.4,1.16,0.164,1,0,1,Danger
4,9,9.6,0.29,0.035,0,0,0,Normal
4,10,3.8,1.07,0.161,1,0,1,Danger
4,11,2.6,1.01,0.13,1,0,1,Danger
4,12,6.4,0.66,0.071,0,0,0,Normal
4,13,7,0.65,0.082,0,0,0,Normal
4,14,3.1,1.14,0.168,1,0,1,Danger
4,15,3.1,1.21,0.159,1,0,1,Danger
4,16,6,1.04,0.134,1,0,1,Danger
4,17,2.5,1.28,,1,0,1,Danger
4,18,0.4,,0.159,0,0,0,Normal
4,19,0.5,0.97,0.144,0,0,0,Normal
4,20,6.3,0.9,0.143,0,0,0,Normal
4,21,8.8,0.57,0.08,0,0,0,Normal
4,22,10,0.44,0.101,0,0,0,Normal
4,23,7.9,0.7,0.139,0,0,0,Normal
4,24,0,1.07,0.132,1,0,1,Danger
4,25,8.5,0.76,0.123,0,0,0,Normal
4,26,6.9,0.98,0.124,0,0,0,Normal
4,27,2.4,0.8,0.099,0,0,0,Normal
4,28,0.4,,0.159,0,0,0,Normal
4,29,2.5,0.77,0.114,0,0,0,Normal
4,30,4,1.11,0.192,1,1,1,Danger
5,1,1.6,1.1,0.169,1,1,1,Danger
5,2,0.3,1.36,0.18,1,1,1,Danger
5,3,1.9,1.32,0.191,1,1,1,Danger
5,4,9.4,0.4,0.104,0,0,0,Normal
5,5,0.3,,0.185,0,1,1,Danger
5,6,0,1.38,0.188,1,1,1,Danger
5,7,5.5,1.13,0.169,1,1,1,Danger
5,8,8,0.72,0.095,0,0,0,Normal
5,9,7,1.02,0.155,1,0,1,Danger
5,10,1.9,1.24,0.198,1,1,1,Danger
5,11,1.3,1.5,0.186,1,1,1,Danger
5,12,7.9,0.79,0.134,0,0,0,Normal
5,13,8.9,0.85,0.125,0,0,0,Normal
5,14,1.4,1.52,0.162,1,0,1,Danger
5,15,2.6,1.02,0.163,1,0,1,Danger
5,16,3,0.96,0.154,0,0,0,Normal
5,17,3.6,1.08,0.157,1,0,1,Danger
5,18,9.8,0.22,0.052,0,0,0,Normal
5,19,4.6,1.14,0.132,1,0,1,Danger
5,20,0,1.28,0.135,1,0,1,Danger
5,21,6.4,0.69,0.105,0,0,0,Normal
5,22,4.9,1.17,0.161,1,0,1,Danger
5,23,8.5,0.94,0.128,0,0,0,Normal
5,24,5.8,1.16,0.16,1,0,1,Danger
5,25,4.3,1.25,0.144,1,0,1,Danger
5,26,5.5,0.93,0.167,0,0,0,Normal
5,27,7.9,0.91,,0,0,0,Normal
5,28,9.8,0.28,0.036,0,0,0,Normal
5,29,7.6,1.3,0.206,1,1,1,Danger
5,30,6.3,0.51,0.069,0,0,0,Normal
5,31,0,1.39,0.184,1,1,1,Danger
6,1,3.6,1.3,0.199,1,1,1,Danger
6,2,7.3,0.94,0.164,0,0,0,Normal
6,3,6,1.26,0.172,1,1,1,Danger
6,4,7.6,0.65,0.164,0,0,0,Normal
6,5,8.3,0.45,0.107,0,0,0,Normal
6,6,7.4,1.02,0.166,1,0,1,Danger
6,7,6.3,1.15,0.155,1,0,1,Danger
6,8,7.8,0.7,0.137,0,0,0,Normal
6,9,4.9,1.42,0.181,1,1,1,Danger
6,10,7.4,1.05,0.163,1,0,1,Danger
6,11,5.8,1,0.133,0,0,0,Normal
6,12,1.5,1.12,0.202,1,1,1,Danger
6,13,5.3,1.02,0.177,1,1,1,Danger
6,14,6.9,1.16,0.182,1,1,1,Danger
6,15,3.5,1.53,0.186,1,1,1,Danger
6,16,6.4,1.43,0.204,1,1,1,Danger
6,17,10,0.73,,0,0,0,Normal
6,18,10,0.26,0.033,0,0,0,Normal
6,19,7.3,1.35,0.211,1,1,1,Danger
6,20,8,0.97,0.159,0,0,0,Normal
6,21,9.3,0.89,0.189,0,1,1,Danger
6,22,6.3,1.39,0.217,1,1,1,Danger
6,23,8.1,0.48,0.088,0,0,0,Normal
6,24,6.9,1.02,0.192,1,1,1,Danger
6,25,5.4,1.38,0.202,1,1,1,Danger
6,26,2.1,1.43,0.183,1,1,1,Danger
6,27,5.1,1.29,0.191,1,1,1,Danger
6,28,10,0.7,0.147,0,0,0,Normal
6,29,6.8,1.11,0.251,1,1,1,Danger
6,30,6.6,0.88,0.123,0,0,0,Normal
7,1,9.4,0.81,0.155,0,0,0,Normal
7,2,10,0.61,0.14,0,0,0,Normal
7,3,9,0.68,0.104,0,0,0,Normal
7,4,8.8,0.96,0.144,0,0,0,Normal
7,5,9.9,0.54,0.115,0,0,0,Normal
7,6,8.5,1.08,0.192,1,1,1,Danger
7,7,8.4,0.85,0.162,0,0,0,Normal
7,8,3.8,,0.26,0,1,1,Danger
7,9,0.8,1.74,0.257,1,1,1,Danger
7,10,5.8,1.35,0.249,1,1,1,Danger
7,11,8.9,0.58,0.086,0,0,0,Normal
7,12,9.1,0.83,0.149,0,0,0,Normal
7,13,7.6,0.96,0.17,0,1,1,Danger
7,14,7.9,1.08,0.208,1,1,1,Danger
7,15,8,1.15,0.202,1,1,1,Danger
7,16,9.4,0.51,0.126,0,0,0,Normal
7,17,3.4,1.59,0.215,1,1,1,Danger
7,18,6.8,0.94,0.187,0,1,1,Danger
7,19,9.3,0.35,0.11,0,0,0,Normal
7,20,9.1,0.68,0.209,0,1,1,Danger
7,21,8.1,1.26,0.248,1,1,1,Danger
7,22,6.3,1.12,0.229,1,1,1,Danger
7,23,9,0.42,0.06,0,0,0,Normal
7,24,10,0.21,0.036,0,0,0,Normal
7,25,9.6,0.81,0.206,0,1,1,Danger
7,26,9,1.1,0.215,1,1,1,Danger
7,27,7,1.23,0.24,1,1,1,Danger
7,28,3.9,1.54,0.252,1,1,1,Danger
7,29,4.8,,0.267,0,1,1,Danger
7,30,8.4,0.7,0.169,0,1,1,Danger
7,31,8.6,1.11,0.245,1,1,1,Danger
8,1,7.1,1.5,0.269,1,1,1,Danger
8,2,10,0.62,0.177,0,1,1,Danger
8,3,4.5,1.26,0.215,1,1,1,Danger
8,4,3.9,1.5,0.209,1,1,1,Danger
8,5,0.6,1.54,0.217,1,1,1,Danger
8,6,0.8,1.37,0.193,1,1,1,Danger
8,7,1,1.32,0.179,1,1,1,Danger
8,8,0.9,1.52,0.211,1,1,1,Danger
8,9,2.8,1.48,0.216,1,1,1,Danger
8,10,2.1,1.51,0.24,1,1,1,Danger
8,11,5.9,1.2,0.325,1,1,1,Danger
8,12,9.4,0.76,0.182,0,1,1,Danger
8,13,6.4,1.04,0.216,1,1,1,Danger
8,14,4.3,1.47,,1,0,1,Danger
8,15,8.4,0.62,0.119,0,0,0,Normal
8,16,8.1,0.95,0.171,0,1,1,Danger
8,17,9.6,0.77,0.161,0,0,0,Normal
8,18,9.6,0.65,0.144,0,0,0,Normal
8,19,3.1,1.08,0.201,1,1,1,Danger
8,20,3.6,1.31,0.186,1,1,1,Danger
8,21,5.3,1.16,0.166,1,0,1,Danger
8,22,10,0.24,0.062,0,0,0,Normal
8,23,6.5,0.91,0.202,0,1,1,Danger
8,24,4.3,1.24,0.188,1,1,1,Danger
8,25,5.8,1.03,0.167,1,0,1,Danger
8,26,1.5,1.22,0.181,1,1,1,Danger
8,27,0.3,1.1,0.195,1,1,1,Danger
8,28,1.9,1.25,0.17,1,1,1,Danger
8,29,1.5,1.23,0.154,1,0,1,Danger
8,30,2.9,1.25,0.176,1,1,1,Danger
8,31,7.1,1.19,0.177,1,1,1,Danger
9,1,10,0.24,0.036,0,0,0,Normal
9,2,6.5,0.64,0.15,0,0,0,Normal
9,3,3.1,1.25,0.182,1,1,1,Danger
9,4,7.6,0.92,0.175,0,1,1,Danger
9,5,9.4,0.49,0.087,0,0,0,Normal
9,6,3.1,1.18,0.18,1,1,1,Danger
9,7,0.9,0.98,0.172,0,1,1,Danger
9,8,5.6,0.93,0.156,0,0,0,Normal
9,9,1.1,1.17,0.155,1,0,1,Danger
9,10,3.4,1.1,0.159,1,0,1,Danger
9,11,7.3,0.61,0.1,0,0,0,Normal
9,12,3,1.26,0.175,1,1,1,Danger
9,13,0.3,1.23,0.169,1,1,1,Danger
9,14,3.9,1.07,0.162,1,0,1,Danger
9,15,4.9,0.96,0.15,0,0,0,Normal
9,16,1.4,1.07,0.154,1,0,1,Danger
9,17,3.3,1.09,0.158,1,0,1,Danger
9,18,0.5,0.96,0.149,0,0,0,Normal
9,19,6,1,0.149,0,0,0,Normal
9,20,8.6,0.26,0.05,0,0,0,Normal
9,21,3.4,1.04,0.155,1,0,1,Danger
9,22,9,0.73,0.146,0,0,0,Normal
9,23,6.8,0.71,0.124,0,0,0,Normal
9,24,9,0.68,0.116,0,0,0,Normal
9,25,9.4,0.31,0.13,0,0,0,Normal
9,26,5,0.96,0.172,0,1,1,Danger
9,27,6.1,0.96,0.156,0,0,0,Normal
9,28,8.5,0.87,0.15,0,0,0,Normal
9,29,3.4,0.99,0.141,0,0,0,Normal
9,30,4.9,0.7,0.118,0,0,0,Normal
10,1,0,1,0.132,0,0,0,Normal
10,2,0.5,0.99,0.13,0,0,0,Normal
10,3,4.5,0.95,0.134,0,0,0,Normal
10,4,4.5,0.8,0.111,0,0,0,Normal
10,5,7.4,0.64,0.114,0,0,0,Normal
10,6,2.4,0.84,0.115,0,0,0,Normal
10,7,2.9,0.87,0.121,0,0,0,Normal
10,8,5,0.76,0.108,0,0,0,Normal
10,9,3.3,0.72,0.124,0,0,0,Normal
10,10,7.3,0.32,0.046,0,0,0,Normal
10,11,1.5,0.93,0.121,0,0,0,Normal
10,12,1.5,0.88,0.119,0,0,0,Normal
10,13,3.3,0.74,0.101,0,0,0,Normal
10,14,0.5,0.88,0.11,0,0,0,Normal
10,15,2.8,0.58,0.068,0,0,0,Normal
10,16,7.8,0.55,0.093,0,0,0,Normal
10,17,0.5,0.61,0.067,0,0,0,Normal
10,18,0.9,0.67,0.086,0,0,0,Normal
10,19,5.3,0.5,0.063,0,0,0,Normal
10,20,2.3,0.69,0.087,0,0,0,Normal
10,21,9.6,0.48,0.07,0,0,0,Normal
10,22,8.9,0.14,0.032,0,0,0,Normal
10,23,9,0.27,0.042,0,0,0,Normal
10,24,3.1,0.57,0.097,0,0,0,Normal
10,25,6.3,0.39,0.08,0,0,0,Normal
10,26,3.3,0.68,0.085,0,0,0,Normal
10,27,3.4,0.43,0.086,0,0,0,Normal
10,28,6,0.7,0.088,0,0,0,Normal
10,29,5.9,0.46,0.074,0,0,0,Normal
10,30,2.6,0.44,0.075,0,0,0,Normal
10,31,6.4,0.37,,0,0,0,Normal
11,1,2.1,0.67,0.084,0,0,0,Normal
11,2,4.6,0.47,0.052,0,0,0,Normal
11,3,1.4,0.51,0.053,0,0,0,Normal
11,4,0.1,0.7,0.077,0,0,0,Normal
11,5,2.5,0.58,0.063,0,0,0,Normal
11,6,7.9,0.39,0.059,0,0,0,Normal
11,7,10,0.28,0.058,0,0,0,Normal
11,8,6,0.5,0.069,0,0,0,Normal
11,9,4,0.55,0.067,0,0,0,Normal
11,10,0.5,0.61,0.069,0,0,0,Normal
11,11,0.1,0.6,0.065,0,0,0,Normal
11,12,0,0.48,0.064,0,0,0,Normal
11,13,3.6,0.53,0.063,0,0,0,Normal
11,14,5.8,0.39,0.065,0,0,0,Normal
11,15,9.5,0.27,0.039,0,0,0,Normal
11,16,2.3,0.47,0.056,0,0,0,Normal
11,17,5.5,0.34,0.047,0,0,0,Normal
11,18,6.8,0.33,0.044,0,0,0,Normal
11,19,7,0.32,0.036,0,0,0,Normal
11,20,6.6,0.3,0.046,0,0,0,Normal
11,21,2.3,0.55,0.056,0,0,0,Normal
11,22,4,0.42,0.051,0,0,0,Normal
11,23,3.3,0.36,0.037,0,0,0,Normal
11,24,6.5,0.38,0.038,0,0,0,Normal
11,25,7.6,0.29,0.042,0,0,0,Normal
11,26,6,0.33,0.037,0,0,0,Normal
11,27,7.4,0.12,0.021,0,0,0,Normal
11,28,6.8,0.36,0.038,0,0,0,Normal
11,29,6,0.26,0.034,0,0,0,Normal
11,30,0,0.47,0.042,0,0,0,Normal
12,1,6.8,0.34,0.06,0,0,0,Normal
12,2,1,0.39,0.036,0,0,0,Normal
12,3,4.1,0.49,0.047,0,0,0,Normal
12,4,8.9,0.16,0.025,0,0,0,Normal
12,5,9.8,0.15,0.015,0,0,0,Normal
12,6,5.1,0.39,0.046,0,0,0,Normal
12,7,8.9,0.31,0.04,0,0,0,Normal
12,8,4.9,0.33,0.029,0,0,0,Normal
12,9,0.6,0.33,0.026,0,0,0,Normal
12,10,3.9,0.29,0.036,0,0,0,Normal
12,11,3.6,0.41,0.042,0,0,0,Normal
12,12,4,0.45,0.044,0,0,0,Normal
12,13,4.8,0.35,0.037,0,0,0,Normal
12,14,2.4,0.38,0.044,0,0,0,Normal
12,15,3.4,0.28,0.036,0,0,0,Normal
12,16,3.8,0.29,0.042,0,0,0,Normal
12,17,5.8,0.18,0.023,0,0,0,Normal
12,18,0.5,0.48,0.042,0,0,0,Normal
12,19,5.9,0.34,0.039,0,0,0,Normal
12,20,8.6,0.33,0.04,0,0,0,Normal
12,21,6.5,0.3,0.026,0,0,0,Normal
12,22,6,0.32,0.035,0,0,0,Normal
12,23,5.8,0.39,0.041,0,0,0,Normal
12,24,6.1,0.27,0.032,0,0,0,Normal
12,25,3.3,0.35,0.036,0,0,0,Normal
12,26,0.3,0.4,0.044,0,0,0,Normal
12,27,1.1,0.36,0.043,0,0,0,Normal
12,28,5.8,0.29,0.035,0,0,0,Normal
12,29,8.9,0.11,0.026,0,0,0,Normal
12,30,6.9,0.27,0.033,0,0,0,Normal
12,31,5.1,,0.042,0,0,0,Normal
1,1,2.5,0.42,0.043,0,0,0,Normal
1,2,0,0.5,0.05,0,0,0,Normal
1,3,0.1,0.48,0.05,0,0,0,Normal
1,4,2,0.44,0.043,0,0,0,Normal
1,5,3,0.27,0.034,0,0,0,Normal
1,6,4,0.36,0.036,0,0,0,Normal
1,7,0.1,0.42,0.034,0,0,0,Normal
1,8,1.9,0.39,0.037,0,0,0,Normal
1,9,3.5,0.13,0.01,0,0,0,Normal
1,10,5.6,0.28,0.034,0,0,0,Normal
1,11,5,0.32,0.043,0,0,0,Normal
1,12,6.8,0.31,0.038,0,0,0,Normal
1,13,4,0.5,0.052,0,0,0,Normal
1,14,2,0.53,0.05,0,0,0,Normal
1,15,0.9,0.49,0.043,0,0,0,Normal
1,16,7.4,0.24,0.031,0,0,0,Normal
1,17,1.6,0.39,0.032,0,0,0,Normal
1,18,6,0.26,0.033,0,0,0,Normal
1,19,1.3,0.48,0.049,0,0,0,Normal
1,20,4.6,0.42,0.052,0,0,0,Normal
1,21,6.9,0.29,0.036,0,0,0,Normal
1,22,6.1,0.4,0.048,0,0,0,Normal
1,23,8.1,0.32,0.055,0,0,0,Normal
1,24,7.6,0.41,0.047,0,0,0,Normal
1,25,6.3,0.44,0.046,0,0,0,Normal
1,26,4.6,0.47,0.047,0,0,0,Normal
1,27,0.3,0.57,0.048,0,0,0,Normal
1,28,0.4,0.59,0.054,0,0,0,Normal
1,29,8.1,0.38,0.044,0,0,0,Normal
1,30,5,0.53,0.063,0,0,0,Normal
1,31,0,0.63,0.069,0,0,0,Normal
2,1,3.5,0.46,0.057,0,0,0,Normal
2,2,6.6,0.38,0.056,0,0,0,Normal
2,3,5.1,0.47,0.063,0,0,0,Normal
2,4,3.4,0.61,0.072,0,0,0,Normal
2,5,7.4,0.26,0.033,0,0,0,Normal
2,6,4.4,0.49,0.059,0,0,0,Normal
2,7,8.1,0.21,0.044,0,0,0,Normal
2,8,1.8,0.67,0.079,0,0,0,Normal
2,9,5,0.44,0.055,0,0,0,Normal
2,10,7.3,0.33,0.057,0,0,0,Normal
2,11,5.9,0.41,0.057,0,0,0,Normal
2,12,9.4,0.21,0.043,0,0,0,Normal
2,13,9.8,0.01,0.002,0,0,0,Normal
2,14,4.6,0.53,0.079,0,0,0,Normal
2,15,7,0.34,0.048,0,0,0,Normal
2,16,1.1,0.62,0.082,0,0,0,Normal
2,17,0.8,0.79,0.091,0,0,0,Normal
2,18,3.8,0.55,0.063,0,0,0,Normal
2,19,9.6,0.18,0.031,0,0,0,Normal
2,20,6.1,0.47,0.053,0,0,0,Normal
2,21,2.6,0.76,0.083,0,0,0,Normal
2,22,8,0.32,0.079,0,0,0,Normal
2,23,4.9,0.53,0.082,0,0,0,Normal
2,24,9.3,0.29,0.035,0,0,0,Normal
2,25,7,0.53,0.059,0,0,0,Normal
2,26,5.8,0.59,0.085,0,0,0,Normal
2,27,5.3,0.7,0.077,0,0,0,Normal
2,28,4.8,0.82,0.1,0,0,0,Normal
3,1,0,0.84,0.104,0,0,0,Normal
3,2,6.3,0.66,0.088,0,0,0,Normal
3,3,8.4,0.23,0.027,0,0,0,Normal
3,4,3,0.77,0.065,0,0,0,Normal
3,5,9,0.18,0.019,0,0,0,Normal
3,6,2.5,0.95,0.11,0,0,0,Normal
3,7,2.8,0.82,0.098,0,0,0,Normal
3,8,4.5,0.76,0.094,0,0,0,Normal
3,9,4.3,0.69,0.091,0,0,0,Normal
3,10,4.6,0.91,0.09,0,0,0,Normal
3,11,5.3,0.83,0.086,0,0,0,Normal
3,12,8.1,,0.074,0,0,0,Normal
3,13,7.4,0.43,0.069,0,0,0,Normal
3,14,1.1,1.03,0.096,1,0,1,Danger
3,15,5.3,0.65,0.081,0,0,0,Normal
3,16,5.1,0.58,0.059,0,0,0,Normal
3,17,4.4,0.69,0.082,0,0,0,Normal
3,18,8.4,0.66,0.067,0,0,0,Normal
3,19,9,0.4,0.071,0,0,0,Normal
3,20,0.9,1.04,0.131,1,0,1,Danger
3,21,5.3,0.66,0.119,0,0,0,Normal
3,22,4.1,0.88,0.103,0,0,0,Normal
3,23,1.9,0.79,0.127,0,0,0,Normal
3,24,6.1,0.83,0.108,0,0,0,Normal
3,25,2,1.11,0.096,1,0,1,Danger
3,26,3,0.83,0.074,0,0,0,Normal
3,27,0,0.98,0.138,0,0,0,Normal
3,28,2.9,1.08,0.125,1,0,1,Danger
3,29,4.3,0.95,0.114,0,0,0,Normal
3,30,6.5,0.72,,0,0,0,Normal
3,31,3.6,0.95,0.112,0,0,0,Normal
4,1,1,0.92,0.075,0,0,0,Normal
4,2,2.6,0.92,0.128,0,0,0,Normal
4,3,8.4,0.72,0.131,0,0,0,Normal
4,4,5.9,0.96,0.125,0,0,0,Normal
4,5,3.8,0.62,0.052,0,0,0,Normal
4,6,0,1.12,0.12,1,0,1,Danger
4,7,3.4,,0.12,0,0,0,Normal
4,8,1.8,0.69,0.094,0,0,0,Normal
4,9,0,1.03,0.103,1,0,1,Danger
4,10,0,1.11,0.137,1,0,1,Danger
4,11,2.3,0.94,0.128,0,0,0,Normal
4,12,4,1.02,0.135,1,0,1,Danger
4,13,8.3,0.75,0.108,0,0,0,Normal
4,14,3.3,1.1,0.136,1,0,1,Danger
4,15,8.8,0.28,0.056,0,0,0,Normal
4,16,4,1.36,0.153,1,0,1,Danger
4,17,0.3,1.37,0.153,1,0,1,Danger
4,18,0,0.96,0.165,0,0,0,Normal
4,19,6.1,1.16,0.171,1,1,1,Danger
4,20,10,0.24,0.063,0,0,0,Normal
4,21,6.8,1.08,0.148,1,0,1,Danger
4,22,0.1,1.38,0.159,1,0,1,Danger
4,23,4,1.15,0.144,1,0,1,Danger
4,24,10,0.39,0.06,0,0,0,Normal
4,25,9.6,0.6,0.09,0,0,0,Normal
4,26,6,,0.153,0,0,0,Normal
4,27,2.3,1.25,0.127,1,0,1,Danger
4,28,1.3,1.34,0.132,1,0,1,Danger
4,29,0,1.34,0.156,1,0,1,Danger
4,30,4.1,0.98,0.135,0,0,0,Normal
5,1,3.4,1.25,0.148,1,0,1,Danger
5,2,9.3,0.58,0.083,0,0,0,Normal
5,3,4.8,1.23,0.168,1,0,1,Danger
5,4,2.3,1.2,0.151,1,0,1,Danger
5,5,1,1.12,0.132,1,0,1,Danger
5,6,0.6,1.27,0.127,1,0,1,Danger
5,7,0,1.42,0.174,1,1,1,Danger
5,8,0.6,1.03,0.15,1,0,1,Danger
5,9,3.4,1.34,0.175,1,1,1,Danger
5,10,4.1,1.44,0.211,1,1,1,Danger
5,11,10,0.67,0.141,0,0,0,Normal
5,12,6.8,0.65,0.152,0,0,0,Normal
5,13,0.5,1.25,0.185,1,1,1,Danger
5,14,5,1.04,0.155,1,0,1,Danger
5,15,10,0.38,0.06,0,0,0,Normal
5,16,10,0.14,0.016,0,0,0,Normal
5,17,5.9,0.76,0.139,0,0,0,Normal
5,18,3.4,1.34,0.175,1,1,1,Danger
5,19,0.6,1.24,0.131,1,0,1,Danger
5,20,8.3,0.94,0.123,0,0,0,Normal
5,21,10,0.4,0.086,0,0,0,Normal
5,22,8.1,1.14,0.163,1,0,1,Danger
5,23,5.6,1.24,0.17,1,1,1,Danger
5,24,3,1.46,0.17,1,1,1,Danger
5,25,2.9,1.41,0.168,1,0,1,Danger
5,26,2.4,1.34,,1,0,1,Danger
5,27,0,1.37,0.135,1,0,1,Danger
5,28,0,1.3,0.148,1,0,1,Danger
5,29,3.9,1.1,0.143,1,0,1,Danger
5,30,3.6,1.3,0.147,1,0,1,Danger
5,31,0,1.53,0.166,1,0,1,Danger
6,1,0.5,1.21,0.118,1,0,1,Danger
6,2,8.1,0.49,0.096,0,0,0,Normal
6,3,8.4,0.25,0.034,0,0,0,Normal
6,4,4,0.95,0.148,0,0,0,Normal
6,5,0.4,1.59,0.187,1,1,1,Danger
6,6,0,1.53,0.172,1,1,1,Danger
6,7,5.3,0.72,0.119,0,0,0,Normal
6,8,6.6,0.88,0.16,0,0,0,Normal
6,9,10,0.65,0.166,0,0,0,Normal
6,10,8.8,,0.077,0,0,0,Normal
6,11,2.3,,0.206,0,1,1,Danger
6,12,3.4,1.24,0.209,1,1,1,Danger
6,13,1.9,1.47,0.191,1,1,1,Danger
6,14,5.1,1.37,0.177,1,1,1,Danger
6,15,3.1,1.41,0.178,1,1,1,Danger
6,16,2.1,1.43,0.15,1,0,1,Danger
6,17,8.1,0.94,0.119,0,0,0,Normal
6,18,0.6,1.42,0.161,1,0,1,Danger
6,19,7,1.41,,1,0,1,Danger
6,20,9.8,0.27,0.041,0,0,0,Normal
6,21,8.5,1.18,0.227,1,1,1,Danger
6,22,7.9,1.06,0.192,1,1,1,Danger
6,23,2.4,1.61,0.207,1,1,1,Danger
6,24,1.3,1.52,0.19,1,1,1,Danger
6,25,0.9,1.6,0.197,1,1,1,Danger
6,26,3.5,1.49,0.182,1,1,1,Danger
6,27,4.6,1.43,0.2,1,1,1,Danger
6,28,7.8,0.83,0.195,0,1,1,Danger
6,29,8.3,1.17,0.199,1,1,1,Danger
6,30,9.4,0.34,0.058,0,0,0,Normal
